url,locale,routeType,sourceFile,status,indexableExpected,canonical,hreflangOk,htmlLang,title,description,h1,schema,sitemapExpected,sitemapFound,bodyLanguageOk,notes
"/ru/blog/rynok-dordoi-bishkek-postavshchiki-katalog-i-kategorii","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/rynok-dordoi-bishkek-postavshchiki-katalog-i-kategorii","true","ru","Рынок Дордой Бишкек: поставщики, каталог и категории товаров | Dordoi.help","Как искать поставщиков на рынке Дордой в Бишкеке через категории, каталог и гайды Dordoi.help без раскрытия приватных контактов продавцов.","Рынок Дордой Бишкек: поставщики, каталог и категории","present","true","true","true",""
"/ru/blog/optovye-rynki-bishkeka-dordoi-madina-alamedin-kak-vybrat","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/optovye-rynki-bishkeka-dordoi-madina-alamedin-kak-vybrat","true","ru","Оптовые рынки Бишкека: Дордой, Мадина, Аламедин и как выбрать | Dordoi.help","Сравнение сценариев для запроса оптовые рынки Бишкека: когда смотреть Дордой, когда уточнять другие рынки и как не потеряться в поставщиках.","Оптовые рынки Бишкека: как выбрать направление закупки","present","true","true","true",""
"/ru/blog/odezhda-optom-bishkek-postavshchiki-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/odezhda-optom-bishkek-postavshchiki-dordoi","true","ru","Одежда оптом Бишкек: поставщики Дордой и как начать закупку | Dordoi.help","Как искать одежду оптом в Бишкеке через категории Дордоя: женская, мужская, детская одежда, обувь, байер, карго и безопасный доступ к контактам.","Одежда оптом Бишкек: поставщики Дордой","present","true","true","true",""
"/ru/blog/tovary-optom-bishkek-dlya-magazina-i-marketpleysa","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/tovary-optom-bishkek-dlya-magazina-i-marketpleysa","true","ru","Товары оптом Бишкек для магазина и маркетплейса: как искать поставщиков | Dordoi.help","Как выбирать товары оптом в Бишкеке для магазина, шоурума или маркетплейса: категории Дордоя, проверка поставщика, байер и карго.","Товары оптом Бишкек для магазина и маркетплейса","present","true","true","true",""
"/ru/blog/katalog-postavshchikov-bishkek-kak-polzovatsya","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/katalog-postavshchikov-bishkek-kak-polzovatsya","true","ru","Каталог поставщиков Бишкек: как пользоваться и что проверять | Dordoi.help","Как пользоваться каталогом поставщиков Бишкека и Дордоя: категории, публичные карточки, безопасный доступ к контактам, вопросы перед закупкой.","Каталог поставщиков Бишкек: как пользоваться","present","true","true","true",""
"/ru/blog/kak-vybrat-rynok-v-bishkeke-dlya-optovoy-zakupki","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kak-vybrat-rynok-v-bishkeke-dlya-optovoy-zakupki","true","ru","Как выбрать рынок в Бишкеке для оптовой закупки: практический чек-лист | Dordoi.help","Чек-лист выбора рынка в Бишкеке для оптовой закупки: категория, поставщик, байер, карго, документы, риски и следующий шаг через Dordoi.help.","Как выбрать рынок в Бишкеке для оптовой закупки","present","true","true","true",""
"/ru/catalog/postavshik-zhenskoy-odezhdy-a9e9","ru","vendor_sample_locked","app/[locale]/catalog/[slug]/page.tsx","200","true","https://dordoi.help/ru/suppliers/asso-corsets","true","ru","Поставщик женской одежды на рынке Дордой | Dordoi.help","Поставщик женской одежды на рынке Дордой. Посмотрите описание, категории и условия работы. Контакт доступен через сервис Dordoi.help.","Поставщик женской одежды на рынке Дордой","present","false","true","true",""
"/ru/suppliers/asso-corsets","ru","vendor_sample_locked","app/[locale]/suppliers/[seoSlug]/page.tsx","200","true","https://dordoi.help/ru/suppliers/asso-corsets","true","ru","Поставщик женской одежды на рынке Дордой | Dordoi.help","Поставщик женской одежды на рынке Дордой. Посмотрите описание, категории и условия работы. Контакт доступен через сервис Dordoi.help.","Поставщик женской одежды на рынке Дордой","present","false","true","true",""
"/kk","kk","core","app/[locale]/page.tsx","200","true","https://dordoi.help/kk","true","kk","Dordoi.help — Дордой нарығына арналған көтерме платформа | Dordoi.help","Дордой тауарлары, жеткізушілер мен байерлер бір жерден. ТМД B2B құралы.","Дордой нарығының жеткізушілері, байерлері және каргосы бір каталогта","present","true","true","false",""
"/kk/catalog","kk","core","app/[locale]/catalog/page.tsx","200","true","https://dordoi.help/kk/catalog","true","kk","Дордой жеткізушілер каталогы — көтерме сатушылар, сүзгілер және іздеу | Dordoi.help","Дордой нарығы жеткізушілер каталогы: көтерме киім, аяқ киім, сөмке және тоқыма сатушылары. Бишкектен тауар сатып алу үшін жеткізуші, байер немесе карго табыңыз.","Дордой нарығының көтерме жеткізушілер каталогы","present","true","true","true",""
"/kk/sell","kk","core","app/[locale]/sell/page.tsx","200","true","https://dordoi.help/kk/sell","true","kk","Оптом сату — Dordoi.help | Dordoi.help","Дордой нарығынан көтерме сату: витрина, өтінімдер және сатып алушылар контакттары қатарларды араламай.","Оптом сату","present","true","true","false",""
"/kk/suppliers","kk","core","app/[locale]/suppliers/page.tsx","200","true","https://dordoi.help/kk/suppliers","true","kk","Дордой жеткізушілері — нарықтың көтерме сатушылары | Dordoi.help","Дордой нарығының жеткізушілерін табыңыз: көтерме киім, аяқ киім, сөмке және тоқыма сатушылары. Каталог сатып алушыларға жеткізуші, байер немесе карго табуға көмектеседі.","Дордой нарығының жеткізушілері — көтерме сатушылар және контакттар","present","true","true","false",""
"/kk/buyers","kk","core","app/[locale]/buyers/page.tsx","200","true","https://dordoi.help/kk/buyers","true","kk","Дордойда байер табу — Dordoi.help | Dordoi.help","Дордой нарығының байерлері: сатып алу, сапаны тексеру және партия жинау — артық сапарсыз.","Байер табу","present","true","true","true",""
"/kk/buyer-service","kk","core","app/[locale]/buyer-service/page.tsx","200","true","https://dordoi.help/kk/buyer-service","true","kk","Байерлерге — Dordoi.help | Dordoi.help","Тауар таңдау, сапаны тексеру және тапсырыстарды жинау құралдары.","Байерлерге","present","true","true","true",""
"/kk/about","kk","core","app/[locale]/about/page.tsx","200","true","https://dordoi.help/kk/about","true","kk","Dordoi.help - Дордой жеткізушілері, Байер және Дордой карго | Dordoi.help","Dordoi.help дордой нарығы бойынша жеткізушілерді, санаттарды, байерлерді және карго бағыттарын табуға көмектеседі.","Dordoi.help - Дордой нарығы бойынша каталог және нұсқаулық","present","true","true","false",""
"/kk/how-it-works","kk","core","app/[locale]/how-it-works/page.tsx","200","true","https://dordoi.help/kk/how-it-works","true","kk","Dordoi.help қалай жұмыс істейді - Жеткізушілер каталогы, Байер, Дордой карго | Dordoi.help","Жеткізушілер каталогы арқылы санатты таңдау, жеткізушіні салыстыру, қолжетімділік ашу, байер немесе каргоны пайдалану қадамдары.","Dordoi.help қалай жұмыс істейді","present","true","true","false",""
"/kk/for-buyers","kk","core","app/[locale]/for-buyers/page.tsx","200","true","https://dordoi.help/kk/for-buyers","true","kk","Дордой нарығы: сатып алушыларға арналған жеткізушілер, байер және карго | Dordoi.help","Сатып алушыларға: Dordoi.help арқылы жеткізушілерді табу, контактіге қолжетімділік, байер және карго сценарийлері.","Дордой нарығы сатып алушыларына арналған Dordoi.help","present","true","true","false",""
"/kk/for-sellers","kk","core","app/[locale]/for-sellers/page.tsx","200","true","https://dordoi.help/kk/for-sellers","true","kk","Сатушыларға: Dordoi.help каталогына жеткізуші карточкасы | Dordoi.help","Сатушыларға: карточка, санат, ашық сипаттама және contact privacy ережелері.","Сатушыларға: Dordoi.help каталогында көріну","present","true","true","false",""
"/kk/help","kk","core","app/[locale]/help/page.tsx","200","true","https://dordoi.help/kk/help","true","kk","Көмек — Dordoi.help | Dordoi.help","Dordoi.help платформасын қалай пайдалану керек.","Көмек","present","true","true","false",""
"/kk/faq","kk","core","app/[locale]/faq/page.tsx","200","true","https://dordoi.help/kk/faq","true","kk","Dordoi.help FAQ - Дордой жеткізушілері, Байер, Дордой карго | Dordoi.help","Dordoi.help туралы жиі сұрақтар: жеткізушілер, контактке қолжетімділік, байер, карго және елдер бойынша сатып алу.","Dordoi.help FAQ","present","true","true","false",""
"/kk/dordoi-kazakhstan","kk","core","app/[locale]/dordoi-kazakhstan/page.tsx","200","true","https://dordoi.help/kk/dordoi-kazakhstan","true","kk","Дордой Қазақстан үшін: Дордой жеткізушілері, Байер және Дордой карго | Dordoi.help","Қазақстан сатып алушылары үшін Дордой нарығынан жеткізушілерді, санаттарды, байерді және жеткізу сценарийін табу.","Дордой Қазақстан сатып алушылары үшін","present","true","true","false",""
"/kk/dordoi-uzbekistan","kk","core","app/[locale]/dordoi-uzbekistan/page.tsx","200","true","https://dordoi.help/kk/dordoi-uzbekistan","true","kk","Дордой Өзбекстан үшін: Дордой жеткізушілері, Байер және Дордой карго | Dordoi.help","Өзбекстан сатып алушылары үшін Дордой нарығынан жеткізушілерді, санаттарды, байерді және жеткізу сценарийін табу.","Дордой Өзбекстан сатып алушылары үшін","present","true","true","false",""
"/kk/dordoi-tajikistan","kk","core","app/[locale]/dordoi-tajikistan/page.tsx","200","true","https://dordoi.help/kk/dordoi-tajikistan","true","kk","Дордой Тәжікстан үшін: Дордой жеткізушілері, Байер және Дордой карго | Dordoi.help","Тәжікстан сатып алушылары үшін Дордой нарығынан жеткізушілерді, санаттарды, байерді және жеткізу сценарийін табу.","Дордой Тәжікстан сатып алушылары үшін","present","true","true","false",""
"/kk/dordoi-russia","kk","core","app/[locale]/dordoi-russia/page.tsx","200","true","https://dordoi.help/kk/dordoi-russia","true","kk","Дордой Ресей үшін: Дордой жеткізушілері, Байер және Дордой карго | Dordoi.help","Ресей сатып алушылары үшін Дордой нарығынан жеткізушілерді, санаттарды, байерді және жеткізу сценарийін табу.","Дордой Ресей сатып алушылары үшін","present","true","true","false",""
"/kk/dordoi-kyrgyzstan","kk","core","app/[locale]/dordoi-kyrgyzstan/page.tsx","200","true","https://dordoi.help/kk/dordoi-kyrgyzstan","true","kk","Дордой Қырғызстан үшін: Дордой жеткізушілері, Байер және Дордой карго | Dordoi.help","Қырғызстан сатып алушылары үшін Дордой нарығынан жеткізушілерді, санаттарды, байерді және жеткізу сценарийін табу.","Дордой Қырғызстан сатып алушылары үшін","present","true","true","false",""
"/kk/contact","kk","core","app/[locale]/contact/page.tsx","200","true","https://dordoi.help/kk/contact","true","kk","Байланыс — Dordoi.help | Dordoi.help","Dordoi.help командасына хабарласыңыз.","Байланыс","present","true","true","true",""
"/kk/privacy","kk","core","app/[locale]/privacy/page.tsx","200","true","https://dordoi.help/kk/privacy","true","kk","Құпиялылық саясаты — Dordoi.help | Dordoi.help","Dordoi.help пайдаланушы деректерін қалай өңдейді.","Құпиялылық","present","true","true","false",""
"/kk/terms","kk","core","app/[locale]/terms/page.tsx","200","true","https://dordoi.help/kk/terms","true","kk","Пайдалану шарттары — Dordoi.help | Dordoi.help","Dordoi.help сервисінің ережелері.","Пайдалану шарттары","present","true","true","true",""
"/kk/refund","kk","core","app/[locale]/refund/page.tsx","200","true","https://dordoi.help/kk/refund","true","kk","Қайтару саясаты — Dordoi.help | Dordoi.help","Dordoi.help қайтарулар мен даулар туралы ақпарат.","Қайтарулар","present","true","true","true",""
"/kk/kargo-dordoi","kk","core","app/[locale]/kargo-dordoi/page.tsx","200","true","https://dordoi.help/kk/kargo-dordoi","true","kk","Дордой карго — нарықтан тауар жеткізу | Dordoi.help","Дордой карго және Бішкектен жеткізу. Dordoi.help арқылы байер мен логистиканы қалай табуға болады.","Дордой карго: Бішкектен тауар жеткізу","present","true","true","true",""
"/kk/dordoi-optom","kk","core","app/[locale]/dordoi-optom/page.tsx","200","true","https://dordoi.help/kk/dordoi-optom","true","kk","Дордой оптом — тауарлар, жеткізушілер және сатып алу | Dordoi.help","Дордой оптом: тауар санаттары, жеткізушілер және Dordoi.help арқылы сатып алу.","Дордой оптом: тауарлар, жеткізушілер және каталог арқылы сатып алу","present","true","true","false",""
"/kk/rynok-bishkek","kk","core","app/[locale]/rynok-bishkek/page.tsx","200","true","https://dordoi.help/kk/rynok-bishkek","true","kk","Бішкек нарығы - көтерме нарықтар, жеткізушілер және Дордой | Dordoi.help","Көтерме сатып алушыларға арналған Бішкек нарықтары бойынша нұсқаулық: жеткізушілерді қайдан іздеу, Дордойды қашан таңдау және Dordoi.help каталогын қалай қолдану.","Бішкек нарығы: жеткізушілер мен көтерме тауарларды қайдан іздеу","present","true","true","false",""
"/kk/rynok-dordoi","kk","core","app/[locale]/rynok-dordoi/page.tsx","200","true","https://dordoi.help/kk/rynok-dordoi","true","kk","Дордой нарығы Бішкек — жеткізушілер, опт және сатушылар каталогы | Dordoi.help","Бішкектегі Дордой нарығы туралы: жеткізушілер, опт санаттары, байерлер және Dordoi.help каталогы.","Бішкектегі Дордой нарығы: жеткізушілер, опт және сатушылар каталогы","present","true","true","false",""
"/kk/categories/ayelder-kiimi-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/ayelder-kiimi-koterme","true","kk","Әйелдер киімі көтерме Дордой — жеткізушілер мен сатушылар | Dordoi.help","Дордой нарығындағы әйелдер киімі жеткізушілері: көтерме сатушылар мен сату нүктелері. Dordoi.help каталогы арқылы жеткізуші табыңыз.","Дордой нарығында әйелдер киімі көтерме","present","true","true","false",""
"/kk/categories/erler-kiimi-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/erler-kiimi-koterme","true","kk","Ерлер киімі көтерме Дордой — нарық жеткізушілері | Dordoi.help","Дордой нарығындағы ерлер киімі жеткізушілері: көтерме сатушылар мен дүкендер.","Дордой нарығында ерлер киімі көтерме","present","true","true","false",""
"/kk/categories/balalar-kiimi-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/balalar-kiimi-koterme","true","kk","Балалар киімі көтерме Дордой — жеткізушілер мен сатушылар | Dordoi.help","Дордой нарығындағы балалар киімі жеткізушілері.","Дордой нарығында балалар киімі көтерме","present","true","true","false",""
"/kk/categories/astyk-kiim-kupalnik-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/astyk-kiim-kupalnik-koterme","true","kk","Астынғы киім мен купальник көтерме Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы астынғы киім мен купальник жеткізушілері.","Дордой нарығында астынғы киім мен купальник көтерме","present","true","true","false",""
"/kk/categories/ayak-kiim-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/ayak-kiim-koterme","true","kk","Аяқ киім көтерме Дордой — аяқ киім жеткізушілері | Dordoi.help","Дордой нарығындағы аяқ киім жеткізушілері.","Дордой нарығында аяқ киім көтерме","present","true","true","false",""
"/kk/categories/sumka-teriden-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/sumka-teriden-koterme","true","kk","Сөмке көтерме Дордой — сөмке жеткізушілері | Dordoi.help","Дордой нарығындағы сөмке мен тері бұйымдары жеткізушілері.","Дордой нарығында сөмке мен тері бұйымдары көтерме","present","true","true","false",""
"/kk/categories/aksessuar-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/aksessuar-koterme","true","kk","Аксессуарлар көтерме Дордой — нарық жеткізушілері | Dordoi.help","Дордой нарығындағы аксессуарлар жеткізушілері.","Дордой нарығында аксессуарлар көтерме","present","true","true","false",""
"/kk/categories/matamen-shyru-furnitura-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/matamen-shyru-furnitura-koterme","true","kk","Мата көтерме Дордой — мата жеткізушілері | Dordoi.help","Дордой нарығындағы мата мен тігін фурнитурасы жеткізушілері.","Дордой нарығында мата мен тігін фурнитурасы көтерме","present","true","true","false",""
"/kk/categories/ui-textili-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/ui-textili-koterme","true","kk","Үй текстилі көтерме Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы үй текстилі жеткізушілері.","Дордой нарығында үй текстилі көтерме","present","true","true","false",""
"/kk/categories/kosmetika-parfumeriya-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/kosmetika-parfumeriya-koterme","true","kk","Косметика көтерме Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы косметика мен парфюмерия жеткізушілері.","Дордой нарығында косметика мен парфюмерия көтерме","present","true","true","true",""
"/kk/categories/oyyinshyk-balalar-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/oyyinshyk-balalar-koterme","true","kk","Ойыншықтар көтерме Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы ойыншықтар мен балалар тауарлары жеткізушілері.","Дордой нарығында ойыншықтар мен балалар тауарлары көтерме","present","true","true","true",""
"/kk/categories/elektronika-mobil-aksessuar-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/elektronika-mobil-aksessuar-koterme","true","kk","Электроника көтерме Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы электроника мен мобильді аксессуарлар жеткізушілері.","Дордой нарығында электроника мен мобильді аксессуарлар көтерме","present","true","true","false",""
"/kk/categories/orau-sauda-zhuymesi-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/orau-sauda-zhuymesi-koterme","true","kk","Орау мен сауда жабдығы Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы орау және сауда жабдығы жеткізушілері.","Дордой сатушыларына орау және сауда жабдығы","present","true","true","true",""
"/kk/categories/ui-tauar-turak-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/ui-tauar-turak-koterme","true","kk","Үй тауарлары көтерме Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы үй тауарлары мен тұрмыстық тауарлар жеткізушілері.","Дордой нарығында үй тауарлары мен тұрмыстық тауарлар көтерме","present","true","true","true",""
"/kk/categories/avto-tauar-aksesuar-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/avto-tauar-aksesuar-koterme","true","kk","Авто тауарлар көтерме Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы авто тауарлар мен аксессуарлар жеткізушілері.","Дордой нарығында авто тауарлар мен аксессуарлар көтерме","present","true","true","true",""
"/kk/categories/sport-turizm-demal-koterme","kk","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/kk/categories/sport-turizm-demal-koterme","true","kk","Спорт және туризм көтерме Дордой — жеткізушілер | Dordoi.help","Дордой нарығындағы спорт, туризм және демалыс тауарлары жеткізушілері.","Дордой нарығында спорт, туризм және демалыс тауарлары көтерме","present","true","true","true",""
"/kk/blog","kk","blog_hub","app/[locale]/blog/page.tsx","200","true","https://dordoi.help/kk/blog","true","kk","Блог Dordoi.help - Дордой жеткізушілері, Жеткізушілер каталогы, Дордой карго | Dordoi.help","Дордой нарығы: практикалық гидтер, жеткізушілерді іздеу, көтерме сатып алу, байер және карго.","Блог Dordoi.help","present","true","true","false",""
"/kk/blog/dordoi-zhetkizushini-qalai-tabu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-zhetkizushini-qalai-tabu","true","kk","Дордой нарығы: жеткізушіні қалай табуға болады | Dordoi.help","Dordoi.help арқылы санатты таңдау, жеткізушілерді салыстыру, контактке қолжетімділік және қауіпсіз алғашқы тексеру.","Дордой нарығы жеткізушісін қалай табуға болады","present","true","true","false",""
"/kk/blog/dordoi-kargo-qalai-zhumys-isteidi","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-kargo-qalai-zhumys-isteidi","true","kk","Дордой карго: Дордойдан жеткізу қалай жұмыс істейді | Dordoi.help","Дордойдан жеткізуге дайындалу: жеткізуші, байер, партияны тексеру, карго бағыты және қауіпсіз келісу.","Дордой карго: жеткізу қалай жұмыс істейді","present","true","true","false",""
"/kk/blog/dordoi-koterme-qalai-satyp-alu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-koterme-qalai-satyp-alu","true","kk","Дордой нарығы: оптом қалай сатып алуға болады | Dordoi.help","Дордойдан оптом сатып алу: санат, жеткізуші, партия, байер, тексеру және жеткізу қадамдары.","Дордой нарығы оптом қалай сатып алуға болады","present","true","true","false",""
"/kk/blog/dordoi-zhetkizushini-qalai-tekseru","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-zhetkizushini-qalai-tekseru","true","kk","Дордой жеткізушісін қалай тексеру керек | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордой жеткізушісін қалай тексеру керек. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордой жеткізушісін қалай тексеру керек","present","true","true","false",""
"/kk/blog/dordoi-satyp-alu-chek-paragy","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-satyp-alu-chek-paragy","true","kk","Дордойдан сатып алу чек-парағы | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордойдан сатып алу чек-парағы. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордойдан сатып алу чек-парағы","present","true","true","false",""
"/kk/blog/dordoi-zhetkizushilerin-qalai-salystyru","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-zhetkizushilerin-qalai-salystyru","true","kk","Дордой жеткізушілерін қалай салыстыру керек | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордой жеткізушілерін қалай салыстыру керек. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордой жеткізушілерін қалай салыстыру керек","present","true","true","false",""
"/kk/blog/dordoi-zhetkizushisine-qalai-zhazu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-zhetkizushisine-qalai-zhazu","true","kk","Дордой жеткізушісіне қалай жазу керек | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордой жеткізушісіне қалай жазу керек. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордой жеткізушісіне қалай жазу керек","present","true","true","false",""
"/kk/blog/dordoi-qashyqtan-qalai-satyp-alu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-qashyqtan-qalai-satyp-alu","true","kk","Дордойдан қашықтан қалай сатып алу керек | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордойдан қашықтан қалай сатып алу керек. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордойдан қашықтан қалай сатып алу керек","present","true","true","false",""
"/kk/blog/dordoidan-qazaqstanga-zhetkizu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoidan-qazaqstanga-zhetkizu","true","kk","Дордойдан Қазақстанға жеткізу | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордойдан қазақстанға жеткізу. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордойдан Қазақстанға жеткізу","present","true","true","false",""
"/kk/blog/dordoidan-ozbekstanga-zhetkizu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoidan-ozbekstanga-zhetkizu","true","kk","Дордойдан Өзбекстанға жеткізу | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордойдан өзбекстанға жеткізу. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордойдан Өзбекстанға жеткізу","present","true","true","false",""
"/kk/blog/dordoidan-tazhikstanga-zhetkizu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoidan-tazhikstanga-zhetkizu","true","kk","Дордойдан Тәжікстанға жеткізу | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордойдан тәжікстанға жеткізу. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордойдан Тәжікстанға жеткізу","present","true","true","false",""
"/kk/blog/dordoidan-reseige-zhetkizu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoidan-reseige-zhetkizu","true","kk","Дордойдан Ресейге жеткізу | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордойдан ресейге жеткізу. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордойдан Ресейге жеткізу","present","true","true","false",""
"/kk/blog/dordoi-kargo-qansha-uakyt-alady","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-kargo-qansha-uakyt-alady","true","kk","Дордой карго қанша уақыт алады | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордой карго қанша уақыт алады. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордой карго қанша уақыт алады","present","true","true","false",""
"/kk/blog/dordoi-bayer-degen-kim","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-bayer-degen-kim","true","kk","Дордой байері деген кім және не үшін керек | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордой байері деген кім және не үшін керек. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордой байері деген кім және не үшін керек","present","true","true","false",""
"/kk/blog/dordoi-bayerin-qalai-tandau","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-bayerin-qalai-tandau","true","kk","Дордой байерін қалай таңдау керек | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордой байерін қалай таңдау керек. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордой байерін қалай таңдау керек","present","true","true","false",""
"/kk/blog/qazaqstan-ushin-dordoi-bayer","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/qazaqstan-ushin-dordoi-bayer","true","kk","Қазақстан үшін Дордой байері | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: қазақстан үшін дордой байері. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Қазақстан үшін Дордой байері","present","true","true","false",""
"/kk/blog/dordoi-bayer-nemese-oz-betimen-satyp-alu","kk","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/kk/blog/dordoi-bayer-nemese-oz-betimen-satyp-alu","true","kk","Дордой: байер немесе өз бетімен сатып алу | Dordoi.help нұсқаулығы | Dordoi.help","Практикалық нұсқаулық: дордой: байер немесе өз бетімен сатып алу. Каталог, санаттар, байер, карго және контактілерге қауіпсіз қолжетімділік.","Дордой: байер немесе өз бетімен сатып алу","present","true","true","false",""
